Date,Close,strat_return,bnh_return,position,strategy,buy_n_hold
2005-01-25,1168.4100341796875,,,1,1.0,1.0
2005-01-26,1174.0699462890625,0.004644114603439476,0.0048441146034394755,-1,1.0046441146034395,1.0048441146034395
2005-01-27,1174.550048828125,0.0004089215813589675,0.0004089215813589675,1,1.004233293943393,1.0052550170478023
2005-01-28,1171.3599853515625,-0.0027159876922616677,-0.0027159876922616677,1,1.0015058086768833,1.0025247567939162
2005-01-31,1181.27001953125,0.008260280617075266,0.008460280617075266,-1,1.0097785276961853,1.0110063975619579
2005-02-01,1189.4100341796875,0.0066909009065238894,0.006890900906523889,-1,1.0030221996298345,1.017973142463419
2005-02-02,1193.18994140625,0.003177968167360712,0.003177968167360712,1,0.9998346270082548,1.021208228705396
2005-02-03,1189.8900146484375,-0.002765634073250145,-0.002765634073250145,1,0.9970694502961854,1.018383940432205
2005-02-04,1203.030029296875,0.01104304976651127,0.01104304976651127,1,1.0080801378564743,1.0296300049678138
2005-02-07,1201.719970703125,-0.0012889658294861438,-0.0010889658294861437,-1,1.0067807570053937,1.0285087730753901
2005-02-08,1202.300048828125,0.00048270656986804106,0.00048270656986804106,1,1.0062947773195705,1.0290052410173205
2005-02-09,1191.989990234375,-0.00877527919407397,-0.00857527919407397,-1,0.9974642596970528,1.0201812337834315
2005-02-10,1197.010009765625,0.004211461146802931,0.004211461146802931,1,0.9932634777220141,1.024477687412208
2005-02-11,1205.300048828125,0.00672562217096504,0.00692562217096504,-1,0.9999437925893911,1.0315728327978089
2005-02-14,1206.1400146484375,0.0006968935420927913,0.0006968935420927913,1,0.9992469382178798,1.0322917292431841
2005-02-15,1210.1199951171875,0.0032997665448568636,0.0032997665448568636,1,1.002544219834662,1.0356980509558733
2005-02-16,1210.3399658203125,-1.822405710785163e-05,0.00018177594289214838,-1,1.0025259494115466,1.0358863159456373
2005-02-17,1200.75,-0.007923365410653749,-0.007923365410653749,1,1.0104693288423967,1.027678610140504
2005-02-18,1201.5899658203125,0.0006995343079845284,0.0006995343079845284,1,1.0111761868050881,1.028397506585879
2005-02-22,1184.1600341796875,-0.014705723363565038,-0.014505723363565037,-1,0.996306109530108,1.0134798568475643
2005-02-23,1190.800048828125,0.005607362566527829,0.005607362566527829,1,0.9907194599467259,1.0191628058587812
2005-02-24,1200.199951171875,0.007693770539395329,0.007893770539395328,-1,0.9983418281404698,1.0272078431905167
2005-02-25,1211.3699951171875,0.00930681919658971,0.00930681919658971,1,0.9890504412495736,1.0367678808644096
2005-02-28,1203.5999755859375,-0.006414241365205964,-0.006414241365205964,1,0.9827064329970354,1.0301178014368522
2005-03-01,1210.4100341796875,0.0056580747190815295,0.0056580747190815295,1,0.9882666594218548,1.035946284926838
2005-03-02,1210.0799560546875,-0.0004726994288539952,-0.00027269942885399523,-1,0.9877995063363906,1.0356637829666149
2005-03-03,1210.469970703125,0.0003223048580269783,0.0003223048580269783,1,0.9874811337567417,1.0359975824351477
2005-03-04,1222.1199951171875,0.009624381187494757,0.009624381187494757,1,0.9969850286034762,1.0459684180778266
2005-03-07,1225.31005859375,0.0024102702593100434,0.0026102702593100435,-1,0.9993880319668965,1.0486986783317127
2005-03-08,1219.4300537109375,-0.004798789368921641,-0.004798789368921641,1,1.0041838846301268,1.0436661942629324
2005-03-09,1207.010009765625,-0.01018512206380029,-0.01018512206380029,1,0.9939561491906678,1.0330363266805025
2005-03-10,1209.25,0.0016558174466258847,0.0018558174466258848,-1,0.9956019591236788,1.0349534535185545
2005-03-11,1200.0799560546875,-0.007783249076131948,-0.007583249076131948,-1,1.0033509771522233,1.0271051436983203
2005-03-14,1206.8299560546875,0.0056246252309646305,0.0056246252309646305,1,0.9977075039306199,1.0328822252044194
2005-03-15,1197.75,-0.007723807317785902,-0.007523807317785902,-1,0.9900014034107507,1.0251110183600154
2005-03-16,1188.0699462890625,-0.00808186492251095,-0.00808186492251095,1,0.9980024610262127,1.0168262095790521
2005-03-17,1190.2099609375,0.0016012530786775115,0.0018012530786775116,-1,0.9996005155394587,1.0186577709195364
2005-03-18,1189.6500244140625,-0.0006704518881664121,-0.00047045188816641215,-1,1.0002706995925144,1.018178541447812
2005-03-21,1183.780029296875,-0.004934220146028734,-0.004934220146028734,1,1.005206255429926,1.013154624376346
2005-03-22,1171.7099609375,-0.010196208806246054,-0.010196208806246054,1,0.9949569625562177,1.002824288273191
2005-03-23,1172.530029296875,0.0004998902345414226,0.0006998902345414226,-1,0.9954543318255885,1.0035261551995145
2005-03-24,1171.4200439453125,-0.0011466583574222477,-0.0009466583574222476,-1,0.9965957778546085,1.002576158777803
2005-03-28,1174.280029296875,0.002441468682685466,0.002441468682685466,1,0.9941626204736799,1.005023917071466
2005-03-29,1165.3599853515625,-0.007796181253847533,-0.007596181253847534,-1,0.9864119484886671,0.9973895732329394
2005-03-30,1181.4100341796875,0.013772610206178593,0.013772610206178593,1,0.9728264812194155,1.0111262310487834
2005-03-31,1180.5899658203125,-0.0008941437228814573,-0.0006941437228814573,-1,0.9719566345277804,1.0104243641224602
2005-04-01,1172.9200439453125,-0.006496685637735977,-0.006496685637735977,1,0.9782711312358192,1.0038599546680473
2005-04-04,1176.1199951171875,0.002728192077877223,0.002728192077877223,1,0.9809400427860727,1.0065986774436708
2005-04-05,1181.3900146484375,0.004280851914030249,0.004480851914030248,-1,0.9851393018457825,1.0111090970541545
2005-04-06,1184.0699462890625,0.002268456316200096,0.002268456316200096,1,0.9829045563741734,1.0134027538717345
2005-04-07,1191.1400146484375,0.005970988776071051,0.005970988776071051,1,0.9887734684482327,1.019453770340742
2005-04-08,1181.199951171875,-0.008545000045604456,-0.008345000045604456,-1,0.98032439911525,1.010946428580757
2005-04-11,1181.2099609375,8.474234709510142e-06,8.474234709510142e-06,1,0.9803160916162005,1.0109549955780714
2005-04-12,1187.760009765625,0.005345202838389774,0.005545202838389773,-1,0.9855560799716265,1.0165609460890352
2005-04-13,1173.7900390625,-0.011961610584853477,-0.011761610584853477,-1,0.9973449180097819,1.0046045521053657
