Date,Close,strat_return,bnh_return,position,strategy,buy_n_hold
2005-01-25,1168.4100341796875,,,1,1.0,1.0
2005-01-26,1174.0699462890625,0.0028441146034394755,0.0048441146034394755,0,1.0028441146034395,1.0048441146034395
2005-01-27,1174.550048828125,0.0004089215813589675,0.0004089215813589675,1,1.0028441146034395,1.0052550170478023
2005-01-28,1171.3599853515625,-0.0027159876922616677,-0.0027159876922616677,1,1.0001204023309196,1.0025247567939162
2005-01-31,1181.27001953125,0.006460280617075266,0.008460280617075266,0,1.0065814607808397,1.0110063975619579
2005-02-01,1189.4100341796875,0.004890900906523889,0.006890900906523889,0,1.0065814607808397,1.017973142463419
2005-02-02,1193.18994140625,0.003177968167360712,0.003177968167360712,1,1.0065814607808397,1.021208228705396
2005-02-03,1189.8900146484375,-0.002765634073250145,-0.002765634073250145,1,1.0037976247954024,1.018383940432205
2005-02-04,1203.030029296875,0.01104304976651127,0.01104304976651127,1,1.0148826119215237,1.0296300049678138
2005-02-07,1201.719970703125,-0.0030889658294861438,-0.0010889658294861437,0,1.0117476742123586,1.0285087730753901
2005-02-08,1202.300048828125,0.00048270656986804106,0.00048270656986804106,1,1.0117476742123586,1.0290052410173205
2005-02-09,1191.989990234375,-0.01057527919407397,-0.00857527919407397,0,1.0010481600836079,1.0201812337834315
2005-02-10,1197.010009765625,0.004211461146802931,0.004211461146802931,1,1.0010481600836079,1.024477687412208
2005-02-11,1205.300048828125,0.00492562217096504,0.00692562217096504,0,1.0059789450951195,1.0315728327978089
2005-02-14,1206.1400146484375,0.0006968935420927913,0.0006968935420927913,1,1.0059789450951195,1.0322917292431841
2005-02-15,1210.1199951171875,0.0032997665448568636,0.0032997665448568636,1,1.0092984407629748,1.0356980509558733
2005-02-16,1210.3399658203125,-0.0018182240571078517,0.00018177594289214838,0,1.0074633100571782,1.0358863159456373
2005-02-17,1200.75,-0.007923365410653749,-0.007923365410653749,1,1.0074633100571782,1.027678610140504
2005-02-18,1201.5899658203125,0.0006995343079845284,0.0006995343079845284,1,1.0081680652065987,1.028397506585879
2005-02-22,1184.1600341796875,-0.01650572336356504,-0.014505723363565037,0,0.9915275220183181,1.0134798568475643
2005-02-23,1190.800048828125,0.005607362566527829,0.005607362566527829,1,0.9915275220183181,1.0191628058587812
2005-02-24,1200.199951171875,0.005893770539395328,0.007893770539395328,0,0.9973713577165892,1.0272078431905167
2005-02-25,1211.3699951171875,0.00930681919658971,0.00930681919658971,1,0.9973713577165892,1.0367678808644096
2005-02-28,1203.5999755859375,-0.006414241365205964,-0.006414241365205964,1,0.9909739770974518,1.0301178014368522
2005-03-01,1210.4100341796875,0.0056580747190815295,0.0056580747190815295,1,0.9965809819045346,1.035946284926838
2005-03-02,1210.0799560546875,-0.0022726994288539953,-0.00027269942885399523,0,0.9943160528761534,1.0356637829666149
2005-03-03,1210.469970703125,0.0003223048580269783,0.0003223048580269783,1,0.9943160528761534,1.0359975824351477
2005-03-04,1222.1199951171875,0.009624381187494757,0.009624381187494757,1,1.0038857295898787,1.0459684180778266
2005-03-07,1225.31005859375,0.0006102702593100435,0.0026102702593100435,0,1.0044983711943931,1.0486986783317127
2005-03-08,1219.4300537109375,-0.004798789368921641,-0.004798789368921641,1,1.0044983711943931,1.0436661942629324
2005-03-09,1207.010009765625,-0.01018512206380029,-0.01018512206380029,1,0.9942674326708897,1.0330363266805025
2005-03-10,1209.25,-0.00014418255337411527,0.0018558174466258848,0,0.9941240766537105,1.0349534535185545
2005-03-11,1200.0799560546875,-0.009583249076131948,-0.007583249076131948,0,0.9941240766537105,1.0271051436983203
2005-03-14,1206.8299560546875,0.0056246252309646305,0.0056246252309646305,1,0.9941240766537105,1.0328822252044194
