Date,stock_returns,Close,return,strat_return,bnh_return,position,strategy,buy_n_hold
2004-12-28,0.001870276745449928,3824.830078125,0.001870276745449928,,,1,1.0,1.00187027674545
2004-12-29,0.0006091339841995946,3827.159912109375,0.0006091339841995946,0.0006091339841995946,0.0006091339841995946,1,1.0006091339841996,1.002480549978775
2004-12-30,0.00020642959286876206,3827.949951171875,0.00020642959286876206,0.00020642959286876206,0.00020642959286876206,1,1.0008156893203488,1.002687491630566
2004-12-31,-0.0017738056006769698,3821.159912109375,-0.0017738056006769698,-0.0017738056006769698,-0.0017738056006769698,1,0.999040436845387,1.000908918942183
2005-01-03,0.00903391125345343,3855.679931640625,0.00903391125345343,0.00803391125345343,0.00903391125345343,-1,1.007066639053614,1.0099510412886967
2005-01-04,0.001976335516070016,3863.300048828125,0.001976335516070016,0.001976335516070016,0.001976335516070016,-1,1.0050763374878031,1.0119470434010875
2005-01-05,-0.00878522014269778,3829.360107421875,-0.00878522014269778,-0.009785220142697781,-0.00878522014269778,1,1.0149112307103376,1.003056865852057
2005-01-06,0.007082090032304089,3856.47998046875,0.007082090032304089,0.006082090032304089,0.007082090032304089,-1,1.0210840121903146,1.0101606048835419
2005-01-07,0.0055698410409326105,3877.9599609375,0.0055698410409326105,0.0055698410409326105,0.0055698410409326105,-1,1.0153967365529768,1.0157870388785555
2005-01-10,-3.607375515324307e-05,3877.820068359375,-3.607375515324307e-05,-3.607375515324307e-05,-3.607375515324307e-05,-1,1.0154333657262347,1.015750395625627
2005-01-11,-0.0074346095529898015,3848.989990234375,-0.0074346095529898015,-0.008434609552989802,-0.0074346095529898015,1,1.0239981496932136,1.0081986880308555
2005-01-12,-0.00853473190099141,3816.139892578125,-0.00853473190099141,-0.00853473190099141,-0.00853473190099141,1,1.0152586000184707,0.999593982525581
2005-01-13,0.004709003168017922,3834.110107421875,0.004709003168017922,0.004709003168017922,0.004709003168017922,1,1.0200394559823152,1.0043010737560256
2005-01-14,0.005344131926391826,3854.60009765625,0.005344131926391826,0.004344131926391826,0.005344131926391826,-1,1.0244706419492273,1.0096681911879948
2005-01-17,0.00696306830021598,3881.43994140625,0.00696306830021598,0.00696306830021598,0.00696306830021598,-1,1.0173371828977686,1.0166985797637924
2005-01-18,-0.0016540052073236167,3875.02001953125,-0.0016540052073236167,-0.0026540052073236167,-0.0016540052073236167,1,1.0200372010787833,1.0150169550185846
2005-01-19,-0.0015509622493129482,3869.010009765625,-0.0015509622493129482,-0.0015509622493129482,-0.0015509622493129482,1,1.0184551618870152,1.0134427020389383
2005-01-20,-0.006867407500190104,3842.43994140625,-0.006867407500190104,-0.006867407500190104,-0.006867407500190104,1,1.011461015269665,1.0064829780259432
2005-01-21,0.0030579528058152228,3854.18994140625,0.0030579528058152228,0.0030579528058152228,0.0030579528058152228,1,1.0145540153192816,1.009560755472603
2005-01-24,-0.0014218241840854295,3848.7099609375,-0.0014218241840854295,-0.0014218241840854295,-0.0014218241840854295,1,1.0131114978842397,1.0081253375751684
2005-01-25,0.008660064921307109,3882.0400390625,0.008660064921307109,0.007660064921307109,0.008660064921307109,-1,1.0208719977305558,1.016855768447384
2005-01-26,-0.0005718567250174722,3879.820068359375,-0.0005718567250174722,-0.0005718567250174722,-0.0005718567250174722,-1,1.02145579024784,1.0162742726378247
2005-01-27,0.002984631704653129,3891.39990234375,0.002984631704653129,0.002984631704653129,0.002984631704653129,-1,1.0184071209113648,1.0193074770525627
2005-01-28,-0.005409314184034897,3870.35009765625,-0.005409314184034897,-0.006409314184034897,-0.005409314184034897,1,1.024934412116544,1.0137937226590494
2005-01-31,0.011197913019870054,3913.68994140625,0.011197913019870054,0.010197913019870053,0.011197913019870054,-1,1.0353866041023803,1.0251460965854757
2005-02-01,0.006513032615255154,3939.179931640625,0.006513032615255154,0.006513032615255154,0.006513032615255154,-1,1.0286430973804632,1.0318229065479385
2005-02-02,0.0031834136241848388,3951.719970703125,0.0031834136241848388,0.0031834136241848388,0.0031834136241848388,-1,1.0253685009298386,1.0351076256463891
2005-02-03,-0.00576458591847584,3928.93994140625,-0.00576458591847584,-0.00576458591847584,-0.00576458591847584,-1,1.0312793257515473,1.029140658803481
2005-02-04,0.007398959717610287,3958.010009765625,0.007398959717610287,0.007398959717610287,0.007398959717610287,-1,1.0236489315627073,1.036755229081723
2005-02-07,0.006035834300363474,3981.89990234375,0.006035834300363474,0.006035834300363474,0.006035834300363474,-1,1.0174703562300507,1.0430129118544957
2005-02-08,-0.000283754700070471,3980.77001953125,-0.000283754700070471,-0.000283754700070471,-0.000283754700070471,-1,1.0177590682258133,1.0427169520385229
2005-02-09,-0.0028009410965827986,3969.6201171875,-0.0028009410965827986,-0.0028009410965827986,-0.0028009410965827986,-1,1.0206097514264267,1.0397963632754545
2005-02-10,0.00018893495545135863,3970.3701171875,0.00018893495545135863,-0.0008110650445486414,0.00018893495545135863,1,1.021437532319934,1.0399928171550286
2005-02-11,0.011681501080144763,4016.75,0.011681501080144763,0.010681501080144762,0.011681501080144763,-1,1.03234801842471,1.0521414943719678
2005-02-14,-0.0011551360124789634,4012.110107421875,-0.0011551360124789634,-0.0011551360124789634,-0.0011551360124789634,-1,1.0335405207982036,1.0509261278415953
2005-02-15,0.004571121743661477,4030.449951171875,0.004571121743661477,0.004571121743661477,0.004571121743661477,-1,1.0288160812506277,1.055730039115554
2005-02-16,-0.005317007257314765,4009.02001953125,-0.005317007257314765,-0.006317007257314765,-0.005317007257314765,1,1.03531511990233,1.0501167148358113
2005-02-17,-0.0008780249323029343,4005.5,-0.0008780249323029343,-0.0008780249323029343,-0.0008780249323029343,1,1.0344060874142655,1.0491946861783574
